Linux 4.18.0-477.15.1.el8_8.x86_64 (tdgx01) 	08/08/2023 	_x86_64_	(80 CPU)

03:33:57 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
03:42:19 PM 503067628 501588248  25167424      4.76        24   8649300  19649400      3.66   3456868  12119604         0
03:42:21 PM 503045428 501566048  25189624      4.77        24   8649300  19695508      3.67   3456868  12141720         0
03:42:23 PM 502860972 501381592  25374080      4.80        24   8649300  19865504      3.70   3456868  12325524         0
03:42:25 PM 502522264 501042884  25712788      4.87        24   8649300  20186248      3.76   3456868  12664068         0
03:42:27 PM 502442424 500963044  25792628      4.88        24   8649300  20263460      3.78   3456868  12743816         0
03:42:29 PM 502360508 500881132  25874544      4.90        24   8649300  20462496      3.81   3456868  12825120         0
03:42:31 PM 502184408 500705032  26050644      4.93        24   8649300  20533756      3.83   3456864  13000904         0
03:42:33 PM 502184232 500704856  26050820      4.93        24   8649304  20818264      3.88   3456864  13001348         0
03:42:35 PM 500766224 499286848  27468828      5.20        24   8649304  27727184      5.17   3456864  14418072         0
03:42:37 PM 494924248 493444872  33310804      6.31        24   8649304  28136788      5.24   3456864  20248524         0
03:42:39 PM 494679828 493200436  33555224      6.35        24   8649304  28136788      5.24   3456868  20491364         0
03:42:41 PM 501765692 500286300  26469360      5.01        24   8649304  20966400      3.91   3456868  13420628         0
03:42:43 PM 503035428 501556036  25199624      4.77        24   8649304  19699188      3.67   3456868  12153860         0
03:42:45 PM 502816340 501336948  25418712      4.81        24   8649304  19918008      3.71   3456868  12372616         0
03:42:47 PM 502891240 501411848  25343812      4.80        24   8649304  19849160      3.70   3456864  12297880         0
03:42:49 PM 502794360 501314972  25440692      4.82        24   8649304  19913536      3.71   3456864  12392816         0
03:42:51 PM 502876052 501396664  25359000      4.80        24   8649304  19837312      3.70   3456864  12311668         0
03:42:53 PM 502778284 501298896  25456768      4.82        24   8649304  19930460      3.71   3456864  12408664         0
03:42:55 PM 502863360 501383972  25371692      4.80        24   8649304  19863704      3.70   3456864  12323928         0
03:42:57 PM 502762540 501283152  25472512      4.82        24   8649304  19956856      3.72   3456864  12424632         0
